1901.00	0.00	6.70	70.00
1901.00	70.00	8.58	70.00
1901.00	120.00	10.56	70.00
1901.00	170.00	11.54	70.00
1901.00	220.00	10.63	70.00
1901.00	270.00	11.54	70.00
1902.00	0.00	6.98	80.00
1902.00	70.00	9.94	80.00
1902.00	120.00	10.56	80.00
1902.00	170.00	11.07	80.00
1902.00	220.00	10.79	80.00
1902.00	270.00	10.50	80.00
1903.00	0.00	5.20	60.00
1903.00	140.00	9.85	60.00
1903.00	180.00	10.66	60.00
1903.00	220.00	11.06	60.00
1903.00	260.00	11.40	60.00
1904.00	0.00	5.00	67.00
1904.00	120.00	9.45	67.00
1904.00	170.00	10.90	67.00
1904.00	220.00	10.83	67.00
1904.00	270.00	11.14	67.00
1911.00	0.00	4.11	44.00
1911.00	90.00	6.53	44.00
1911.00	135.00	7.76	44.00
1911.00	180.00	8.16	44.00
1911.00	225.00	8.48	44.00
1912.00	0.00	4.05	40.00
1912.00	80.00	6.63	40.00
1912.00	120.00	7.81	40.00
1912.00	170.00	8.81	40.00
1912.00	220.00	9.84	40.00
1912.00	270.00	9.80	40.00
1913.00	0.00	10.57	172.00
1913.00	60.00	11.17	172.00
1913.00	100.00	10.96	172.00
1913.00	140.00	11.35	172.00
1913.00	180.00	11.25	172.00
1913.00	220.00	11.29	172.00
1914.00	0.00	6.50	67.00
1914.00	95.00	8.28	67.00
1914.00	145.00	8.53	67.00
1914.00	195.00	8.42	67.00
1914.00	245.00	8.31	67.00
1915.00	0.00	7.80	73.00
1915.00	60.00	9.29	73.00
1915.00	100.00	9.87	73.00
1915.00	140.00	10.28	73.00
1915.00	180.00	10.42	73.00
1915.00	220.00	10.39	73.00
1916.00	0.00	6.37	49.00
1916.00	100.00	9.38	49.00
1916.00	150.00	10.08	49.00
1916.00	200.00	10.52	49.00
1916.00	250.00	10.04	49.00
1921.00	0.00	6.50	91.00
1921.00	60.00	7.78	91.00
1921.00	100.00	8.26	91.00
1921.00	140.00	8.73	91.00
1921.00	180.00	8.88	91.00
1921.00	220.00	8.63	91.00
1922.00	0.00	6.24	78.00
1922.00	90.00	8.64	78.00
1922.00	135.00	9.47	78.00
1922.00	180.00	9.77	78.00
1922.00	225.00	9.79	78.00
1922.00	270.00	9.73	78.00
1923.00	0.00	8.14	141.00
1923.00	60.00	9.72	141.00
1923.00	100.00	10.30	141.00
1923.00	140.00	10.78	141.00
1923.00	180.00	10.80	141.00
1923.00	220.00	10.77	141.00
1924.00	0.00	7.82	180.00
1924.00	75.00	8.55	180.00
1924.00	105.00	8.41	180.00
1924.00	145.00	8.65	180.00
1924.00	185.00	8.44	180.00
1924.00	225.00	8.17	180.00
1925.00	0.00	5.00	94.00
1925.00	120.00	7.00	94.00
1925.00	160.00	7.01	94.00
1925.00	210.00	7.44	94.00
1925.00	250.00	7.45	94.00
1925.00	290.00	7.29	94.00
1926.00	0.00	7.34	144.00
1926.00	90.00	8.29	144.00
1926.00	135.00	8.68	144.00
1926.00	180.00	8.93	144.00
1926.00	225.00	8.97	144.00
1926.00	270.00	8.52	144.00
1927.00	0.00	5.72	110.00
1927.00	90.00	7.67	110.00
1927.00	135.00	8.06	110.00
1927.00	180.00	7.94	110.00
1927.00	225.00	8.12	110.00
1928.00	0.00	5.37	124.00
1928.00	90.00	7.72	124.00
1928.00	135.00	8.37	124.00
1928.00	180.00	8.36	124.00
1928.00	225.00	8.30	124.00
1928.00	270.00	7.68	124.00
1929.00	0.00	6.26	109.00
1929.00	90.00	7.97	109.00
1929.00	135.00	8.14	109.00
1929.00	180.00	8.19	109.00
1929.00	225.00	8.26	109.00
1929.00	270.00	7.84	109.00
19210.00	0.00	7.23	110.00
19210.00	90.00	8.73	110.00
19210.00	135.00	8.33	110.00
19210.00	180.00	8.16	110.00
19210.00	225.00	8.12	110.00
19210.00	270.00	7.61	110.00
19211.00	0.00	7.37	110.00
19211.00	90.00	9.07	110.00
19211.00	135.00	9.15	110.00
19211.00	180.00	8.74	110.00
19211.00	225.00	8.49	110.00
19211.00	270.00	8.29	110.00
1931.00	0.00	8.84	108.00
1931.00	60.00	9.79	108.00
1931.00	90.00	9.83	108.00
1931.00	135.00	9.80	108.00
1931.00	180.00	9.34	108.00
1931.00	225.00	8.86	108.00
1932.00	0.00	4.38	48.00
1932.00	80.00	6.66	48.00
1932.00	120.00	7.39	48.00
1932.00	160.00	7.53	48.00
1932.00	200.00	7.67	48.00
1932.00	240.00	7.81	48.00
1933.00	0.00	5.35	85.00
1933.00	75.00	6.90	85.00
1933.00	120.00	7.28	85.00
1933.00	165.00	7.41	85.00
1933.00	210.00	7.17	85.00
1933.00	255.00	6.97	85.00
1934.00	0.00	5.52	70.00
1934.00	80.00	8.12	70.00
1934.00	120.00	9.10	70.00
1934.00	160.00	9.83	70.00
1934.00	200.00	10.12	70.00
1934.00	240.00	10.26	70.00
931.00	0.00	5.12	105.00
931.00	80.00	8.23	105.00
931.00	120.00	9.06	105.00
931.00	160.00	9.39	105.00
931.00	200.00	9.85	105.00
931.00	240.00	10.10	105.00
932.00	0.00	4.47	88.00
932.00	50.00	7.20	88.00
932.00	100.00	8.27	88.00
932.00	150.00	8.90	88.00
932.00	200.00	9.49	88.00
932.00	250.00	9.58	88.00
932.00	300.00	9.66	88.00
941.00	0.00	4.42	84.40
941.00	120.00	6.22	84.40
941.00	160.00	7.09	84.40
941.00	200.00	7.20	84.40
941.00	240.00	7.41	84.40
941.00	280.00	7.19	84.40
942.00	0.00	3.70	42.30
942.00	120.00	6.98	42.30
942.00	160.00	7.73	42.30
942.00	200.00	8.26	42.30
942.00	240.00	8.57	42.30
942.00	280.00	8.47	42.30
944.00	0.00	5.05	76.90
944.00	120.00	7.70	76.90
944.00	160.00	8.34	76.90
944.00	200.00	8.40	76.90
944.00	240.00	8.93	76.90
944.00	280.00	8.58	76.90
951.00	0.00	3.44	74.60
951.00	80.00	5.85	74.60
951.00	120.00	7.18	74.60
951.00	160.00	8.24	74.60
951.00	200.00	8.91	74.60
951.00	240.00	9.63	74.60
951.00	280.00	9.96	74.60
951.00	320.00	10.13	74.60
