id E0 Emax ED50 E0
1 3.64909582947773 18.7291910754425 487.820007305529 NA
2 5.74229001341722 22.6276814109122 1225.79327341086 NA
3 3.76326436952722 31.2041879037204 324.14653934214 NA
4 3.61681410802441 42.2597958024717 661.55811194119 NA
5 7.2399316258598 155.367192792159 1282.52688586174 NA
6 5.02071919704624 71.0814025257098 1683.6500537263 NA
7 5.33133033649122 76.1076495888077 717.820703396902 NA
8 3.53743974694583 9.32576129366048 102.657268742741 NA
9 6.08206406363416 182.557699725271 1030.1782617837 NA
10 3.18479897256344 34.7371737680476 1149.69432756756 NA
11 4.29020620550954 11.6887432186773 355.759058562224 NA
12 3.11987581029746 51.7299746009013 947.443513834811 NA
13 3.37160177402143 52.9134527364658 543.617367261544 NA
14 4.71119185418944 47.5666055879358 841.467942671955 NA
15 7.8891794033131 45.2395528602565 401.283379420927 NA
16 6.86865978204914 47.4083903972816 1359.6660783463 NA
17 4.22866095647209 20.9069683227338 306.814243294521 NA
18 5.02571162847943 41.4454997870115 841.808060210425 NA
19 7.38196057639052 29.1985634672521 193.362457988275 NA
20 5.68355398956608 46.6929483763795 1089.98933799566 NA
21 6.42067454112302 24.786635799699 903.948458489416 NA
22 7.6348080362994 89.4926954725388 299.46194455131 NA
23 5.86252637974526 29.3185779999294 254.442098836334 NA
24 4.02693097786063 25.054868237291 242.592635947066 NA
25 6.61056833081837 18.7771462445738 230.930600843721 NA
26 4.82476780502364 29.3191962079843 302.44331151478 NA
27 6.14972326589434 57.4136253677296 1102.99262214096 NA
28 3.80859943712674 71.5290255619815 364.271562051872 NA
29 6.55084247993934 23.0036895287825 482.085481286998 NA
30 5.9669607563603 9.45220310972614 407.620547931628 NA
31 5.30410572960604 173.694345289188 1822.59527551633 NA
32 4.09346621109613 10.3183240432815 760.150231871375 NA
33 6.37078804566398 14.1201014618207 286.423542160183 NA
34 6.12301740341165 23.1193603696441 303.971183589239 NA
35 5.35708786260796 10.9565719312617 250.499552116567 NA
36 3.48824547970314 69.3256483980957 625.100582736267 NA
37 3.3394690999999 20.6447371241169 174.58048840538 NA
38 5.08154534205949 11.7909974625919 319.503077828289 NA
39 4.99749700426346 96.2527494349739 1510.71297293865 NA
40 5.73528605467848 69.6710480212699 655.758687087959 NA
41 6.67117249071785 11.4039727964298 313.37666299129 NA
42 4.57933543668602 245.881810613159 1202.71544743865 NA
43 5.12679680453934 16.158537976487 180.641618286056 NA
44 4.04117096156489 64.1746861308338 1315.17539181248 NA
45 6.74678075199227 25.6938174491074 312.305298054412 NA
46 8.75387708519218 45.491547940941 470.62663721276 NA
47 4.61282618300753 33.4363541688432 893.45023963299 NA
48 5.6916309783014 57.1610351031368 826.225084365349 NA
49 5.13907136384635 19.1505021817178 471.968756189639 NA
