id E0 Emax ED50 E0
1 5.98944383529989 27.8171729914941 807.055676271664 NA
2 7.40284237083633 18.8163553365863 547.84952408272 NA
3 11.2815985773312 19.6483139695111 950.842839361544 NA
4 6.52413681805984 21.3866548551778 744.542200583959 NA
5 4.42786504073501 40.2715511081442 437.947120206965 NA
6 5.29554211400411 45.1592832851807 642.142168357089 NA
7 4.94292264800466 43.0616063039897 975.012946857969 NA
8 6.0005348774098 38.9632885615047 1167.79481873816 NA
9 3.52082116673409 12.0869914419412 505.842310325729 NA
10 6.91601627066192 102.702626017406 3102.39615213746 NA
11 5.56884856112605 73.0006156635076 217.656304645321 NA
12 3.8239821000498 17.3443153468982 269.351159261899 NA
13 6.81361414039653 16.7585135924092 188.178248119053 NA
14 4.45635085289685 17.2045601514471 956.640680535277 NA
15 5.05532914986793 31.6366064443868 2518.2432179196 NA
16 5.80098614664155 49.1891188644372 490.317449382427 NA
17 7.09482006951403 29.2069655148497 474.677776018399 NA
18 4.18077559854462 21.6778522571728 495.055424780791 NA
19 3.25808925910944 38.0290017262705 214.021265025795 NA
20 4.16398099433651 23.8738035078191 201.945264046107 NA
21 5.34299179763266 8.44212153528414 236.508876882866 NA
22 3.71957145850856 35.5301679477371 1033.57431768604 NA
23 3.36123329895416 12.6504717253404 251.337129835247 NA
24 3.65116820462624 56.9403653461127 307.791264977845 NA
25 5.02266311250665 44.7964062737415 1303.19969461069 NA
26 3.67125626228489 30.2914289461566 271.600892635071 NA
27 5.34054805625867 28.1725024245447 244.653123953683 NA
28 4.69623748940277 10.3253103603089 1985.86583587451 NA
29 7.58496331769383 32.7772290971511 393.98048075092 NA
30 11.6931005397395 46.1499882515401 804.42132839809 NA
31 6.29636317019042 18.7635846129316 744.798302146004 NA
32 5.49424817481388 6.56622367296983 374.883198706819 NA
33 9.31732727126704 6.9707582820742 271.952395382692 NA
34 3.27590712894847 58.5962939579359 1987.96185210037 NA
35 6.53617426600903 37.8534401980717 449.705766864859 NA
36 6.31579680232974 35.2952172354558 408.349192462748 NA
37 4.78574582201824 20.0808904874804 598.094115880447 NA
38 8.14397815485058 65.5387335351331 633.765281177624 NA
39 4.02616731291029 81.3609235882813 513.774119994801 NA
40 8.94870843764242 25.9659992524873 303.527581682497 NA
