id E0 Emax ED50 gamma
1 4.1456689196617 21.6426673627137 793.451089492045 3
2 7.28998909051049 17.5894655970946 353.688569670051 3
3 3.76279376896909 63.193658462263 586.08038303683 3
4 5.64691031101022 33.5681873171894 1991.80906345098 3
5 6.32151997183114 22.9518890278364 220.872382676835 3
6 4.17175799033186 46.353975416669 109.140066035661 3
7 4.53512077565603 13.9361686777398 122.089432333104 3
8 5.20589714669045 21.6713579041989 952.31552687945 3
9 4.80419394498973 73.9138045289657 1397.25540010635 3
10 5.17161671307993 23.2290591580899 964.566200147746 3
11 3.57377416385257 66.3594966419567 1122.98670456536 3
12 3.92619953874815 15.695803382677 274.80472706745 3
13 5.17806704811864 27.7295550759831 1842.86607337434 3
14 5.54636730661958 9.5559409526265 377.897333882072 3
15 5.0268773747858 24.5491505247629 377.044027289785 3
16 6.15670328278967 42.2720984330357 977.799950846067 3
17 6.09234755551261 17.2249971009816 612.300401778743 3
18 4.6349409302155 72.7853818004721 861.017270936976 3
19 5.70736186441473 57.6788339202047 1441.59080918331 3
20 3.87916178859434 48.1938788393193 1070.8731149278 3
21 4.6381752030386 13.9798506038738 192.598365759666 3
22 2.86418177417384 39.0347837811311 1544.7184123041 3
23 4.36081956725855 70.0140623235873 305.128279504385 3
24 6.95605957328269 62.4060638578948 414.984271598155 3
25 5.87458997848704 54.1289492966619 347.575977247322 3
26 4.02796260881126 36.1582680911651 316.299589537457 3
27 3.17682031430392 114.784804624332 382.488630049294 3
28 3.58005664172452 45.5592015158412 89.7738055054352 3
29 8.36986896395423 42.8733512290005 486.837520208494 3
30 2.23486331903658 79.9339688724598 975.807324379832 3
31 6.42837507563873 17.9204273987767 411.499763032867 3
32 6.59257546754979 24.4968342746743 452.468869919296 3
33 3.68409116419876 25.4879455894207 373.656752084565 3
34 5.74469096037365 18.9238937047131 229.000941504668 3
35 4.19012994694915 22.9944356224188 185.907658093815 3
36 4.42162078340477 20.7559592470431 647.389098362934 3
37 3.26082000581178 8.358609972938 217.488234760553 3
38 8.13121940248994 8.62421204056365 76.8002206621652 3
39 5.30061296594728 40.1281002285416 705.205159259797 3
40 5.9350730584473 43.5207509496724 563.72434847311 3
41 9.7449631843669 18.2246026360589 244.473327243612 3
42 7.12187423416272 78.3480576190191 454.412524109324 3
43 5.0448628476952 67.0091082752913 1844.60451914067 3
44 4.80683771628641 93.0956686371313 1985.01250779322 3
45 6.43496462564508 49.5995027790474 426.020391015563 3
46 4.36240512327795 32.8216839396975 275.76565779512 3
47 6.6649450145006 45.9842399910992 455.150362890805 3
48 4.90008480824701 29.2485746819008 398.272375470337 3
49 3.73706240249222 8.62890051533205 320.581411720528 3
50 5.44639876820978 9.76533848270661 479.661455931594 3
51 4.90320570105339 20.5553373582488 785.386717909201 3
52 5.95007583941238 10.5106777049521 69.6969433211932 3
53 6.95962554470195 7.59134757406833 793.531685728128 3
54 3.12527484851677 34.7583121167824 1019.05347748103 3
55 7.13575745462067 11.6092779152966 214.812357604358 3
56 3.48422200045196 51.5697908260787 534.414427920299 3
57 3.27189458826418 32.8301389990615 2982.5522248838 3
58 6.94987581055392 13.5673177536682 553.560438205454 3
59 2.84378089947847 10.3291420353651 562.037145814536 3
60 4.72217388323631 42.4099091526508 564.936114846154 3
61 3.10746493987545 14.466932112603 278.590508422792 3
62 3.82708816265658 18.5978173757144 275.2827285392 3
63 8.38288303663941 28.9503115601068 976.358422436824 3
64 6.19422212399089 42.2973268684528 1193.42580156459 3
65 5.03210519508022 73.894375820254 581.615312443188 3
66 4.45943651579733 21.8325221269697 579.033004491149 3
67 7.33355205799829 68.9302185708204 189.118889041666 3
68 5.18681038252753 57.8121585819693 2260.37352298355 3
69 4.07011373804062 47.324079007226 787.775265612294 3
70 8.46077214277448 104.06179585294 456.94880215802 3
71 4.08200603202125 19.6883537902672 214.797888113233 3
72 5.59513711606639 36.5264336102264 143.46575879485 3
73 6.89589256669397 32.7590005476079 333.191615699121 3
74 4.66962824560613 7.09159341515658 608.709663134536 3
75 5.24695920381197 26.4488288952005 433.071491464733 3
76 4.49320987493867 8.37622812906214 447.41583350444 3
77 4.0961131060049 50.5618225692981 246.426354909814 3
78 4.27934269845795 41.4149928387043 2051.27548768344 3
79 5.11678442699875 20.0760977455873 482.881588360856 3
80 5.77671122988675 42.4230308607006 1085.30005433074 3
81 3.01158513576753 14.9851561249094 467.709813899249 3
82 6.90527747884566 29.7211964624309 437.344537121502 3
83 4.93229518869086 26.3159704292352 664.354982945656 3
84 6.61602445290186 23.8077514243571 167.626109932983 3
85 5.03996303441042 18.0466590929023 540.930317121408 3
86 2.64958580956722 39.6248796114033 294.12326934167 3
87 4.30431025259732 239.356861470073 596.141551062461 3
88 7.65175421786771 19.4801897115584 307.983468013788 3
89 5.15413253319651 69.8620797296288 431.968811924544 3
90 6.03102087235641 16.0080104701795 409.004139546537 3
91 3.9529055588963 6.91791956032908 512.936061568685 3
92 4.86513092038297 20.0263318029538 514.508351527575 3
93 6.08026015075216 45.843881419045 417.484801008789 3
94 6.1008562387306 64.444234463864 1105.45682916084 3
95 3.09677098536979 30.7627782864288 898.236467315286 3
96 3.45437199435412 121.975494040099 226.849984745351 3
97 4.69224969237471 23.4861530748267 339.398296080097 3
98 6.17955320562816 20.7361271501953 432.453342096481 3
99 4.66908289358631 9.17711876917834 273.723012809773 3
100 4.92851855699841 37.5465922692142 470.644206412832 3
