id E0 Emax ED50 gamma
1 4.5402181935951 29.8982090809566 800.986468782677 3
2 3.17497560468258 101.401868218173 2238.92272551174 3
3 3.97027706269937 39.661327303433 504.777551930202 3
4 3.58264082121727 53.136069898535 271.412149714988 3
5 6.40538683455549 57.3099779997439 3042.37656355839 3
6 5.16923410742103 27.0533217281957 306.375142954335 3
7 4.77978131800034 20.1189435053153 104.970499997107 3
8 5.67873252674216 15.4015421627835 550.477634665741 3
9 3.77889202186465 99.7385827941887 1315.48672928067 3
10 7.30065777569547 46.2023179148641 1066.04396557011 3
11 3.98742878516962 24.4480993277493 364.270789039235 3
12 4.48279890077281 39.9364725949978 248.271459011343 3
13 7.05788094559093 37.6559921819924 1035.74152320651 3
14 4.70390692839729 21.2326785338141 425.141152580785 3
15 4.97988557417666 32.9287296889902 253.070520407935 3
16 5.43850766567279 39.7910167312788 134.401382979225 3
17 4.03676433667397 14.1892878193496 283.740118726256 3
18 6.07245440629371 91.650810014897 645.099692276982 3
19 5.03939818610711 21.4210758599468 810.270980680702 3
20 3.72057414564537 57.8181181747804 541.154976151752 3
21 4.39368165444884 47.4624484656707 581.899457678103 3
22 5.19859887598069 32.180877147066 558.438968945085 3
23 6.04046292996346 16.4404166856192 1118.00110891017 3
24 3.35805747447423 42.7897490075528 637.646476790251 3
25 3.6102540562632 22.5284904731369 304.093501370847 3
26 7.27344259946427 110.368685673106 810.6008192362 3
27 5.1186788458392 6.41264507496792 286.616389853169 3
28 4.44530215862807 23.8504975416092 1249.45241042909 3
29 4.85836765744193 26.6903647089278 686.773328924142 3
30 5.41639098074591 24.6040707024968 1210.62249068625 3
31 4.70197114365192 54.8408219040162 389.902798244702 3
32 4.83397202676521 13.2937928169371 284.071666001849 3
33 4.02386798400106 39.1038720523999 775.345432192708 3
34 11.4776633437128 104.20104089392 2314.77811190997 3
35 4.49808021568344 14.2349895580416 132.009012494222 3
36 5.06611439685023 31.4820492530411 865.116507241936 3
37 7.86989438424809 13.0393137165519 172.625692948344 3
38 5.33615655468786 17.6863022931921 141.85739288334 3
39 2.56030054794053 14.2864229650875 627.881192818347 3
40 5.01522244668844 21.0717991838562 334.734919911307 3
41 6.24103916584876 80.9944590661597 2734.93399428727 3
42 3.98830586522789 24.9558434363856 383.373513396161 3
43 4.96483475654451 13.3478341665324 1398.92646524651 3
44 4.72375933893335 11.4695368347221 192.421784733187 3
45 4.91096658171385 19.5373046267643 502.475123181136 3
46 6.01269219555348 53.8868998152487 1995.80754236107 3
47 4.8692957197007 34.185337021831 323.864985450664 3
48 5.05996801175739 19.910569497324 413.875624054203 3
49 4.5411168223146 29.7975840822391 498.284943106746 3
50 3.56451125598845 17.9222798501448 182.537027781201 3
51 4.16315841822197 70.3735732683046 965.555207916275 3
52 5.79365268862749 38.8449542353881 536.316768647995 3
53 4.79052719233244 41.6763271338283 244.309062723219 3
54 4.17710886591923 41.0617788447864 477.591676706369 3
55 5.55496108656012 15.6511149819365 340.422352393642 3
56 5.95793805328586 43.3525319087186 939.152897585418 3
57 4.01448666480077 27.8714508614828 287.985565566663 3
58 4.38755400254694 11.3291187951778 108.363327649528 3
59 2.9992595330832 19.7771706765467 187.758937878574 3
60 2.86209933868238 134.714124187488 349.25647384779 3
61 5.6947857426212 22.3562406010207 346.838077589527 3
62 3.88929670575635 47.4841051841445 426.424888758826 3
63 4.14553917988007 71.3244875115119 541.168316054819 3
64 3.7253462814158 12.5717962413234 257.061409016293 3
65 5.1024052079624 42.8690866785884 546.224667331653 3
66 4.85046471751963 44.3700676112682 607.632030130497 3
67 4.93546977438918 90.5793517905742 4345.64390195792 3
68 4.98580687289335 34.4733387333562 3414.62079797787 3
69 8.29417665912653 2.99439310893044 211.856005626243 3
70 4.98710960674455 43.9498612365518 592.527795245624 3
71 3.80631045580432 33.6837371973045 197.68743748495 3
72 5.06768250756779 43.9698393388161 693.153116599378 3
73 5.09711015233005 25.9612794074256 184.953402043466 3
74 4.43953870085771 102.752798118534 366.448173646503 3
75 5.56019441842643 18.742748317848 921.089026111239 3
76 5.13237561531572 16.4385918102593 207.510027906828 3
77 4.96869337029685 63.1220826061812 933.496316467119 3
78 6.98087227138265 6.27548789171515 304.399608114985 3
79 4.84357779294473 34.6657434766634 910.930919104549 3
80 3.75415019739898 31.5963385453884 379.646779038723 3
81 5.1932364543027 66.0671986974455 567.192646192457 3
82 4.78208204136279 52.5666485683016 630.686060262243 3
83 3.60216602808878 26.358095587298 191.403113890271 3
84 6.07554516323855 126.130185560943 760.097084624265 3
85 4.22150084604165 18.6865226248433 421.85626375485 3
86 6.26600819246307 27.9200876696371 326.361691660225 3
87 5.46088588805402 18.9667017221595 268.995614728594 3
88 4.32466498578842 37.9183802128522 302.533692838593 3
89 4.47660007801653 16.1146502449998 723.191212512676 3
90 4.33053776737473 29.4594236403726 415.263647120862 3
91 6.31539673207476 20.4179835085906 279.620122125214 3
92 2.28402080557522 88.0492076658871 1097.21584464278 3
93 7.48404659980164 57.149626749797 1605.89873689034 3
94 6.13991628930744 26.9346837933532 1591.04473571691 3
95 3.91310635948955 72.3178317515541 668.399002767448 3
96 5.74259752166473 19.122128001729 462.419088821603 3
97 6.74357283773125 63.4238323226399 596.367032198684 3
98 5.89994076441534 58.2574470628175 317.983363575992 3
99 2.36051887386472 24.0548382021671 266.801503264354 3
100 2.86559111713147 52.7004152672757 563.424546781845 3
