id E0 Emax ED50
1 3.34353233056629 19.8800802043483 484.695418940626
2 4.97500305947038 17.1377068405331 405.405456039204
3 6.19239552474102 28.3292741507976 229.211664155614
4 8.39071715318068 31.5114195144892 401.797835022007
5 4.33890003472051 18.1861825469657 934.504308522389
6 2.88866876534137 29.6902273484941 172.199379113041
7 5.56466246772659 8.00566358329257 325.016901651991
8 5.20234478447408 11.6435396908357 402.460447231852
9 6.1518892357753 16.1156609746091 344.785238375545
10 6.87328153130696 40.5287876600552 397.844315543932
11 9.33938050927917 167.179914367924 1310.53480449141
12 4.77377512313411 23.2063469911905 207.447272590767
13 6.77070304516618 17.1185153835653 512.125225372034
14 3.36908826214901 27.2282966950525 1671.6492648326
15 8.2945130320187 30.2888069646617 1071.20321253563
16 3.29927294462212 28.3492551743271 731.932800915181
17 5.64631136340719 42.2192255573865 337.480967079794
18 3.84819944169889 16.1020020130147 483.214686030696
19 4.09302745127688 37.2045671766729 643.027753390354
20 4.18423788643731 30.2594414134715 1265.74895555204
21 4.71215462023473 65.6009129086524 1674.98471718719
22 3.32266763381284 101.654901496891 277.180895485849
23 3.67485314903734 16.0634299923077 320.466656522546
24 4.77056606632876 105.552000673617 1856.55042007992
25 6.2929462134273 30.5593845267851 638.429317281082
26 4.43873962284751 43.4003276701538 1123.2563638272
27 5.1362970307995 36.9065252213534 1426.31188666777
28 4.23916678841268 27.0016127869863 504.671034329686
29 4.22348109297446 51.0073385070614 1319.48595015669
30 3.11811521110857 41.3164577834805 296.404108613438
31 3.62828539952814 35.6675229247782 431.746382375741
32 4.50079429805808 13.2222344198305 177.829096308424
33 5.61263529683556 41.8697537423775 536.159318573948
34 6.14258827735246 23.2158111166661 1129.08208238132
35 5.47056890055378 55.7433456413589 639.491256828444
36 6.53544254572864 23.0496179178452 430.661851433915
37 3.36019317523306 23.5741149637821 1124.36512705971
38 5.49297760601593 34.5872404028723 407.130032187341
39 3.94971609468328 55.0530992383994 694.882884360295
40 5.49597389139674 9.50230411167063 319.039304441067
41 5.90712561797301 63.3329913918388 382.12340886095
42 4.46983292179327 23.3522185934272 545.149592537541
43 4.44996428418469 46.4197033443265 459.289866138028
44 7.97608066060443 12.6063230237058 188.735184016085
45 4.61316651907502 40.4077750162465 512.732790561004
46 5.74968517512186 39.2673828539122 518.038157127405
47 5.50778433470373 8.19856201032514 472.821210918162
48 6.58610006590273 112.857640782498 3132.6623032997
49 4.33096714349181 40.8032819099678 266.857529163703
50 5.6167986327615 25.0584183758946 316.981697857668
51 3.75576877049135 25.7059740926267 248.116474212302
52 4.34538910273811 13.4920402927252 315.409995374869
53 4.03627536952512 62.8123186222515 1085.68643488834
54 2.98067027876718 19.5171130088553 254.407305783367
55 6.18551400906567 30.3624554678771 1038.32588515439
56 4.80536825303919 15.3292257483048 264.327308075415
57 4.71440696671656 31.9163978991752 475.351424552551
58 4.51502380640481 47.3076859682156 1983.0049676888
59 6.14600210561703 59.2901429579296 539.059090254949
60 4.72960660970084 41.5807487490132 763.820685738032
61 3.89271047308923 28.7238285746644 536.150069998889
62 4.39339992168078 26.6435467053972 1263.31372648407
63 4.58182081552942 63.5353834365689 742.229266673665
64 6.06613290406472 7.59977223111774 395.920343398408
65 5.54700313591554 26.1817880839644 444.171201834323
66 4.89519494915563 11.6387256872098 138.249967497914
67 7.4420579597517 28.951399240817 1055.37267495623
68 6.12185320260236 51.3934448466479 274.74780832999
69 2.40901238271143 15.4121031382161 305.370512035338
70 3.39722813289653 105.459860767732 981.686779972607
71 4.48092629375552 27.537246611264 354.796613440053
72 3.40941002207021 17.7187503223498 979.762431921615
73 5.1411152723071 17.3272923004184 242.958207080619
74 3.36598179632059 27.3382320194223 670.057143079091
75 5.52514409320735 40.8669023525804 257.308320234267
76 4.77579890021239 37.47245750639 252.590805922642
77 2.91759952773366 33.4237202558012 1214.83823117465
78 6.93603946852364 15.7529522597939 336.057305727405
79 4.60136541587367 35.3184715758968 680.543054156475
80 3.28751371857683 25.6251488577969 256.680615255168
81 6.97772304421667 10.8469798129035 88.8580988597217
82 2.6667693058498 34.0939959350319 700.670766733148
83 4.36226106650205 26.1522778052855 917.602257603982
84 4.32544414750431 17.0222269426311 374.39837115858
85 4.44412874140412 36.2077310860409 965.388311211813
86 4.00212361314404 9.71062170603075 238.139239813651
87 4.47076565780769 33.2882203905323 302.563848182748
88 4.68405628128316 57.976603140298 311.844298282476
89 5.57630951746217 25.911009715389 439.708073031214
90 3.44504485508725 31.6377700512347 165.261987232062
91 3.3578313740758 31.2533802621751 300.156594287852
92 4.03968478068972 30.6276812310206 455.141620032502
93 5.27904318102699 60.163906222765 576.060311546783
94 4.87724576597978 23.3137735300968 435.057223344261
95 3.96686062021677 176.762708357865 948.716929039646
96 7.04044107725671 41.4655369931951 757.417398240309
97 9.00170131430207 54.4458181382583 444.042316923604
98 8.36676344743795 32.6199346301975 1565.51288412312
99 5.26049381465101 24.0666490527559 203.778349245771
100 3.86620107402564 30.6846768929696 1021.37863130059
