rep,id,a,b
1,1,14.6667629257071,0.923301871223299
1,2,15.8321839787039,1.3317921424076
1,3,14.6783159645431,0.610349690839011
1,4,16.3786986858649,1.2325372607859
1,5,14.0495977973205,1.09053503388939
1,6,15.5984877361058,1.45401553071798
1,7,14.9762931595788,1.00534522830173
1,8,12.5700751738879,1.18170260142159
1,9,15.4494851325656,0.887870474299667
1,10,13.6966263370465,0.64755686960529
1,11,15.3761523016806,1.14073501080638
1,12,16.2455149614739,0.903006296877841
1,13,15.6590071229336,0.84296201780986
1,14,14.5588261838558,1.0042195439906
1,15,15.224682998114,1.60763829191536
1,16,11.9135730274167,0.916392555782406
1,17,15.7414658451266,0.98504679210479
1,18,14.965880019823,1.26281111178476
1,19,15.7364315619063,1.67482824197285
1,20,15.7425395263308,0.863998360001198
1,21,18.2620269923553,0.785774438967769
1,22,14.4269048901252,1.29557050107139
1,23,14.1180095570936,1.16054281550924
1,24,14.0167277821918,1.7114797413498
1,25,15.5203083455821,1.07413851920464
1,26,17.379775231489,1.19127640545961
1,27,18.5838004150968,0.740632163944437
1,28,10.7876768210725,0.670713091419916
1,29,13.9923247507277,0.866367154632856
1,30,15.2474959833062,1.30865775298164
1,31,13.7045113202684,0.559399539745837
1,32,15.5580858216688,0.615165767405792
1,33,12.7921841181949,0.739661146674762
1,34,12.8961606746213,1.17836900588066
1,35,14.6336661723397,1.43877312067701
1,36,17.6731921744887,1.16913518190926
1,37,14.9137975323146,1.17171985970815
1,38,14.7579109121712,1.11667500572333
1,39,15.4085371416621,1.27702167632654
1,40,16.1684878344529,0.870847518410767
1,41,13.3063709073869,1.21426968275655
1,42,13.7182996234503,0.985163894793906
1,43,14.899467640497,1.0920762783444
1,44,15.9208483234271,0.991183430935901
1,45,15.8373300966116,1.24392399801856
1,46,13.3651547917905,0.547152441834339
1,47,12.6174813946084,1.1093686848321
1,48,14.3113743733818,1.10296146437865
1,49,15.6506650018843,1.33271572198282
1,50,12.6891194603392,1.17239418414128
1,51,12.1140666927324,0.827116119293967
1,52,16.3802291848821,0.596911636026568
1,53,14.8105035128554,0.966173122451381
1,54,9.40240286911076,1.51282430474851
1,55,15.4302792316819,1.1456935202057
1,56,14.9131252523328,0.437129583232755
1,57,18.0754464603372,1.51306090350143
1,58,14.8494744155239,1.6645097603089
1,59,12.2843212099734,0.540028055437339
1,60,14.8553231230537,0.960827070403168
1,61,14.4785679350132,1.11488629456655
1,62,15.290728002526,0.483967335112877
1,63,15.8101641240707,1.4602572353624
1,64,19.4872333966918,0.931386554628267
1,65,14.6754484937587,1.48445441928152
1,66,13.8591417268196,0.784708903176852
1,67,18.7447597350895,0.780829336701106
1,68,13.5798445597265,1.3315748701465
1,69,15.7294379334427,1.12758304917129
1,70,12.4567736353145,1.4804811391166
1,71,14.5707846479433,0.886181010682014
1,72,16.1412956776635,1.21434530908323
1,73,15.2271649882235,0.373662184486752
1,74,8.01238200836932,1.15337785849927
1,75,16.9637842229297,1.92627895444051
1,76,16.6036954932893,0.941914363832249
1,77,13.2103761243267,1.07240987409015
1,78,14.775310879359,0.465317272405906
1,79,13.2762756199815,0.810914079246957
1,80,15.8385583646666,0.851445073876731
1,81,14.2585886194438,1.02963253229068
1,82,13.6265386028697,0.945260587146874
1,83,12.3892297143774,1.29564809023616
1,84,17.3880385815152,1.1634331580639
1,85,11.5204513269486,1.02992239492752
1,86,16.1348150529571,1.33888249956054
1,87,15.110209987086,0.66358496335441
1,88,16.1402001776885,1.23503069810471
1,89,17.4912745254276,1.30637404801549
1,90,14.7412953378801,1.09385589730475
1,91,16.3336673990376,0.556455505478483
1,92,16.9469195401758,1.49654373904361
1,93,14.7650865149814,1.09652472504086
1,94,15.8749610647654,0.893402649662303
1,95,14.4661563907854,1.12049720184076
1,96,14.9983951007589,1.04161442743706
1,97,17.071477079332,0.905194172097352
1,98,16.9087439540133,1.00226964014635
1,99,14.5309524989838,1.01087569921541
1,100,13.1987872353765,0.871146527057967
